Pl Code Longitude  Latitude     Altitude rho_cos   rho_sin_phi  region         name
 3 M16    9.77319  +44.094900    407.809 0.719401  +0.692358    Italy          Osservatorio Il Coreggiolo
 3 M17    9.80922  +44.111291     59.045 0.719163  +0.692525    Italy          SN1572 Tycho Observatory, La Spezia
 3 M18   11.83939  +50.335757    605.830 0.639618  +0.766239    Germany        Koeditz
 3 M19   13.88327  +44.863912     73.330 0.709976  +0.701881    Croatia        Osservatorio Explorer, Pula
 3 M20   13.01169  +46.469391    805.816 0.690044  +0.721515    Italy          Polse di Cougnes Observatory, Zuglio
 3 M21   16.36144  -23.236551   1853.543 0.919630  -0.392206    Namibia        Schiaparelli Southern Observatory, Hakos
 3 M22   20.81059  -32.380158   1802.640 0.845564  -0.532612    South Africa   ATLAS South Africa, Sutherland
 3 M23   16.60350  +47.258007    265.378 0.679955  +0.730852    Hungary        ELTE Gothard Observatory, Szombathely
 3 M24   16.20050  +38.169874     49.482 0.787195  +0.614649    Italy          La Macchina del Tempo, Ardore Marina
 3 M25   23.8283   +61.494525    118.381 0.47849   +0.87517     Finland        Einarin Observatory, Tampere
 3 M26   11.13494  +43.774586     81.749 0.723236  +0.688304    Italy          Zen Observatory, Scandicci
 3 M27   10.7175   +43.429222    476.927 0.72743   +0.68399     Italy          Elijah Observatory, Lajatico
 3 M28   20.81064  -32.379792   1807.107 0.845568  -0.532607    South Africa   Lesedi Telescope-SAAO Observatory, Sutherland
 3 M29   12.24864  +44.147748     87.707 0.718724  +0.692984    Italy          O.M.Ni.A. Observatory, Cesena
 3 M30   25.62000  +45.644270    633.879 0.700380  +0.711516    Romania        Zeta Aquarii Observatory, Brasov
 3 M31   26.21281  +60.733519    101.107 0.490130  +0.868745    Finland        Ursa Havaintokeskus,  Artjarvi
 3 M32   22.70919  +48.379032    175.121 0.665464  +0.743964    Ukraine        Sunny Transcarpathian, Mukachevo
 3 M33   34.76334  +30.597722    906.069 0.861632  +0.506111    Israel         OWL-Net, Mitzpe Ramon
 3 M34   17.27363  +48.372520    579.676 0.665591  +0.743936    Slovakia       AGO70, Astronomical Observatory, Modra
 3 M35   26.61669  +46.575381    347.485 0.688654  +0.722734    Romania        PS Observatory, Parjol
 3 M36   13.79647  +45.693884    364.517 0.699732  +0.712090    Italy          Opicina, Trieste
 3 M37   13.91243  +45.920164    836.096 0.696956  +0.714892    Slovenia       Astronomsko drustvo Nanos, Ajdovscina
 3 M38   21.76719  +47.945818    155.979 0.671089  +0.738924    Hungary        Harsona Observatory, Nyiregyhaza
 3 M39   22.95888  +40.630651     87.966 0.760013  +0.647750    Greece         AUTH Observatory, Thessaloniki
 3 M40   31.82708  +29.936004    481.345 0.867372  +0.496143    Egypt          OSTS-NRIAG, Kottamia
 3 M41   39.25827  +21.521802     59.001 0.930706  +0.364567    Saudi Arabia   Jeddah
 3 M42   54.6708   +24.580820    -18.052 0.90990   +0.41343     United Arab E  Emirates Observatory, Al Rahba
 3 M43   54.68478  +24.176308     19.886 0.912805  +0.407034    United Arab E  Al Sadeem Observatory, Abu Dhabi
 3 M44   54.92031  +24.219597     55.781 0.912502  +0.407722    United Arab E  Al-Khatim Observatory, Abu Dhabi
 3 M45   25.76889  +45.865496    624.117 0.697617  +0.714205    Romania        Starhopper Observatory, Sfantu Gheorghe
 3 M46   55.45033  +25.213476     21.599 0.905280  +0.423399    United Arab E  Althuraya Astronomy Center, Dubai
 3 M47   55.46205  +25.282675     -9.122 0.904763  +0.424484    United Arab E  Sharjah Observatory, Sharjah
 3 M48   15.09222  +37.506621     63.111 0.794277  +0.605535    Italy          GAC - Via L. Sturzo Observatory, Catania
 3 M49   16.36172  -23.236551   1853.543 0.919630  -0.392206    Namibia        IAS Remote Observatory, Hakos
 3 M50   11.56375  +42.480177    203.208 0.738663  +0.671862    Italy          Virtual Telescope Project, Manciano
 3 M51    9.22697  +49.139383    221.363 0.655500  +0.752709    Germany        Robert Mayer Sternwarte, Heilbronn
 3 M52    8.57850  +40.727494    315.641 0.758941  +0.649052    Italy/Sardini  Sassari
 3 M53   10.28219  +54.219692     63.289 0.585977  +0.807623    Germany        CAS Observatory, Preetz
 3 M54    7.07781  +43.617357    186.188 0.725140  +0.686335    France         Observatoire Albireo de Biot
 3 M55   19.98700  +49.054414    855.727 0.656685  +0.751814    Slovakia       Luckystar Observatory, Vazec
 3 M56    9.17483  +45.604381    233.762 0.700833  +0.710985    Italy          Varedo
 3 M57   14.02020  +37.868881   1905.282 0.790651  +0.610701    Italy          Wide-field Mufara Telescope, Isnello
 3 M58   16.36133  -23.236603   1856.060 0.919630  -0.392207    Namibia        VdS Remote Observatory, Hakos
 3 M59    7.22883  +47.232853    801.143 0.680334  +0.730616    Switzerland    Rondchamp Observatory, Reconvilier
 3 M60   11.32554  +44.262338    790.559 0.717411  +0.694492    Italy          Virgil Observatory, Loiano
 3 M61    6.58581  +51.420052     75.819 0.624893  +0.778108    Germany        Observatory Moers Kapellen
 3 M62    7.13417  +47.281115   1035.212 0.679741  +0.731214    Switzerland    Lajoux Observatory
 3 M63   18.36969  +39.842607    179.302 0.768886  +0.637286    Italy          RPF Observatory, Gagliano del Capo
 3 M64    0.23964  +50.966907    202.917 0.631065  +0.773170    UK/England     Holbrook, Heathfield
 3 M65   28.32494  +61.064799     88.046 0.485072  +0.871558    Finland        Mustola Observatory, Lappeenranta
 3 M66   32.84019  +34.932094   1435.382 0.820917  +0.569526    Cyprus         SNX-NET, Prodromos
 3 M68   37.83052  +55.760259    176.189 0.563964  +0.823064    Russia         School 1502 Rooftop Obs., Moscow
 3 M70   26.40409  -29.039088   1414.479 0.875173  -0.482645    South Africa   BOOTES-6, Bloemfontein
 3 M75   39.51155  +45.742940     44.995 0.699085  +0.712651    Russia         Online observatory, Peschany
 3 M77   39.96553  +44.204621    768.124 0.718110  +0.693769    Russia         Mezmay Comet Search Center
 3 M90   65.4286   +56.946120     63.640 0.54672   +0.83452     Russia         Chervishevo
 3 N27   73.7253   +54.748119     58.759 0.57847   +0.81298     Russia         Omsk-Yogik Observatory
 3 N30   74.3694   +31.472983    181.794 0.85369   +0.51909     Pakistan       Zeds Astronomical Observatory, Lahore
 3 N31   74.44422  +31.513501    174.088 0.853321  +0.519690    Pakistan       Eden Astronomical Observatory, Lahore
 3 N42   76.97181  +43.057299   2723.685 0.732126  +0.679511    Kazakhstan     Tien-Shan Astronomical Observatory
 3 N43   77.1167   -80.417417   4082.524 0.16712   -0.98328     Antarctica     Plateau Observatory for Dome A, Kunlun Station
 3 N44   77.13931  +38.384471   1201.281 0.785023  +0.617693    China          Shache Station, Langan Village
 3 N50   78.96383  +32.779547   4475.445 0.842176  +0.538692    India          Himalayan Chandra Telescope, IAO, Hanle
 3 N51   78.96461  +32.779243   4468.905 0.842178  +0.538687    India          GROWTH India Telescope, IAO, Hanle
 3 N54   80.02674  +32.324939   5026.316 0.846505  +0.532071    China          Purple Mountain Observatory, Jiama'erdeng
 3 N55   80.02623  +32.326059   5044.589 0.846497  +0.532089    China          Corona Borealis Observatory, Ngari, Tibet
 3 N56   80.02675  +32.325098   5022.358 0.846503  +0.532073    China          Jiama'erdeng Tianwentai, Ali, Tibet
 3 N57   80.04600  +32.306021   5350.969 0.846724  +0.531820    China          YLT, NAOC
 3 N82   85.95494  +50.172048    910.314 0.641844  +0.764450    Russia         Multa Observatory
 3 N83   86.23504  +41.552659    835.738 0.749549  +0.659927    China          LW-1, NAOC-Korla
 3 N86   87.17852  +43.473808   2007.798 0.727070  +0.684719    China          Xingming Observatory-KATS, Nanshan
 3 N87   87.17503  +43.473613   2039.957 0.727076  +0.684720    China          Nanshan Station, Xinjiang Observatory
 3 N88   87.17322  +43.471787   2040.858 0.727098  +0.684697    China          Xingming Observatory #3, Nanshan
 3 N89   87.17906  +43.470806   2016.695 0.727107  +0.684682    China          Xingming Observatory #2, Nanshan
 3 N94   88.72792  +47.588448    971.591 0.675788  +0.734831    China          Altay Astronomical Observatory
 3 O02   90.52614  +30.103182   4283.753 0.866434  +0.498958    China          Galaxy Tibet YBJ Observatory,Yangbajing
 3 O17   93.88669  +38.588778   3790.308 0.783127  +0.620730    China          Purple Mountain Observatory, Lenghu-1
 3 O18   93.89522  +38.607604   4145.658 0.782966  +0.621021    China          WFST, Lenghu
 3 O37   98.48553  +18.589868   2514.131 0.948521  +0.316891    Thailand       TRT-NEO, Chiangmai
 3 O39  100.03105  +26.695553   3195.334 0.894458  +0.446769    China          BOOTES-4, Lijiang
 3 O40  100.22861  +29.013063   3854.266 0.875727  +0.482435    China          Xingyuan, Daocheng
 3 O41   99.46556  +18.336971    212.998 0.949569  +0.312613    Thailand       Choakanan Observatory, Lampang
 3 O42  100.02900  +26.722495   3134.381 0.894239  +0.447183    China          Gaomeigu Gemini Observatory, LiJiang
 3 O43   99.78111   +6.307021    111.299 0.994005  +0.109127    Malaysia       Observatori Negara, Langkawi
 3 O44  100.02973  +26.695089   3240.856 0.894468  +0.446765    China          Lijiang Station, Yunnan Observatories
 3 O45  100.03261  +26.697920   3227.314 0.894444  +0.446808    China          Yunnan-HK Observatory, Gaomeigu
 3 O46  100.22664  +29.011750   3853.753 0.875738  +0.482415    China          Daocheng Glacier Observatory
 3 O47  101.13415  +25.624399   2274.672 0.902535  +0.429998    China          Yunling Observatory, Yunnan
 3 O48  101.18154  +25.526524   1948.518 0.903223  +0.428442    China          Purple Mountain Observatory, Yaoan (0.8-m)
 3 O49  101.18111  +25.528608   1938.630 0.903206  +0.428474    China          Purple Mountain Observatory, Yaoan Station
 3 O50  101.43942   +3.033412     56.171 0.998617  +0.052565    Malaysia       Hin Hua Observatory, Klang
 3 O51  101.27869  +12.734700    -25.562 0.975556  +0.218996    Thailand       Akin Observatory, Rayong
 3 O52  100.72972  +13.578635    -26.336 0.972224  +0.233250    Thailand       Astro820, Samut Prakan
 3 O53  101.40403  +14.669313    288.411 0.967655  +0.251610    Thailand       Pakchong, Nachonratchasima
 3 O54  100.94939  +13.294693    -16.278 0.973370  +0.228460    Thailand       TSky Observatory, Chonburi
 3 O55  101.85450   +2.445334     28.907 0.999100  +0.042381    Malaysia       Telok Kemang Observatory, Port Dickson
 3 O56  101.45455  +14.698323    292.205 0.967528  +0.252097    Thailand       Jaichalad-Pailin Observatory
 3 O68  105.33090  +37.629648   1265.425 0.793121  +0.607347    China          LW-2, NAOC-Zhongwei
 3 O72  106.33476  +47.886134   1637.802 0.672017  +0.738399    Mongolia       OWL-Net, Songino
 3 O75  107.05180  +47.865238   1606.859 0.672284  +0.738151    Mongolia       ISON-Hureltogoot Observatory
 3 O85  109.21300  +34.352281    911.138 0.826583  +0.561181    China          LiShan Observatory, Lintong
 3 P07  114.08987  -21.895687     51.267 0.928304  -0.370597    Australia/WA   Space Surveillance Telescope, HEH Station
 3 P13  115.57333  +39.837556   1140.146 0.769058  +0.637315    China          Baihuashan Observatory, Beijing
 3 P14  115.81167  -31.984472     -2.817 0.848989  -0.526638    Australia/WA   Nedlands Observatory, Perth
 3 P18  116.61083  +40.898907    482.210 0.757010  +0.651328    China          Birch Forest Observatory, LaBaGouMen
 3 P21  117.28146  -31.820553    334.732 0.850540  -0.524246    Australia/WA   6R-AUS1, Youndegin
 3 P22  117.57588  +40.394252    886.203 0.762782  +0.644702    China          LW-3, NAOC-Xinglong
 3 P25  118.31274  +24.432463     33.118 0.910976  +0.411089    China          Kinmen Educational Remote Observatory, Jincheng
 3 P30  119.59708  +30.468691    931.538 0.862775  +0.504181    China          Jiangnantianchi Observatory, Anji
 3 P31  119.59736  +30.469175    940.919 0.862772  +0.504189    China          Starlight Observatory, Tianhuangping
 3 P34  120.32031  +31.321361      8.677 0.855040  +0.516826    China          Lvye Observatory, Suzhou
 3 P35  120.55699  +24.093399     49.897 0.913398  +0.405722    Taiwan         Cuteip Remote Observatory, Changhua
 3 P36  120.62669  +31.302952     13.767 0.855207  +0.516553    China          ULTRA Observatory,Suzhou
 3 P37  120.63972  +24.153164     93.083 0.912980  +0.406672    Taiwan         HuiWen High School Observatory, Taichung City
 3 P38  120.71429  +22.074678     26.008 0.927137  +0.373477    Taiwan         Checheng Elementary School Observatory
 3 P40  121.53958  +25.134642    399.145 0.905916  +0.422185    Taiwan         Chinese Culture University, Taipei
 3 P48  123.32403  -75.100395   3232.597 0.258064  -0.963413    Antarctica     ASTEP, Concordia Station
 3 P61  126.33047  +43.824408    335.644 0.722664  +0.688958    China          Jilin Observatory
 3 P63  126.84750  +35.228435     62.158 0.817778  +0.573621    South Korea    GSA Observatory, Gwangju
 3 P64  127.00489  +37.308898     94.378 0.796371  +0.602805    South Korea    GSHS Observatory, Suwon
 3 P65  127.37568  +36.397627    160.714 0.805889  +0.590124    South Korea    OWL-Net, Daedeok
 3 P66  127.44675  +34.526296     73.809 0.824763  +0.563603    South Korea    Deokheung Optical Astronomy Observatory
 3 P67  127.7415   +37.871793    128.603 0.79040   +0.61057     South Korea    Kangwon National University Observatory
 3 P68  127.47440  +36.333148    175.243 0.806556  +0.589222    South Korea    DDSHS Biryong Observatory
 3 P71  128.76108  +35.502785    142.020 0.815026  +0.577520    South Korea    Miryang Arirang Astronomical Observatory
 3 P72  128.97595  +36.163884   1168.629 0.808423  +0.586939    South Korea    OWL-Net, Mt. Bohyun
 3 P73  129.0820   +35.263076    138.223 0.81744   +0.57412     South Korea    BSH Byulsem Observatory, Busan
 3 P87  132.09419  +33.954136     42.851 0.830358  +0.555374    Japan          Hirao Observatory, Yamaguchi
 3 P93  133.54433  +34.672353    465.427 0.823371  +0.565729    Japan          Space Tracking and Communications Center, JAXA
 3 Q02  135.49344  +34.470698    107.080 0.825315  +0.562809    Japan          Sakai Observatory, Osaka
 3 Q06  136.49547  +35.394794    145.780 0.816116  +0.575990    Japan          Tarui Observatory, Tarui
 3 Q10  137.32944  +34.843619     80.050 0.821623  +0.568142    Japan          Toyokawa Observatory
 3 Q11  137.52069  +34.984299    185.236 0.820236  +0.570158    Japan          Shinshiro
 3 Q12  137.82536  +36.476962    777.994 0.805147  +0.591292    Japan          Nagano Observatory
 3 Q19  139.4390   +35.573820     81.308 0.81430   +0.57852     Japan          Machida
 3 Q20  139.57008  -34.544081     53.375 0.824585  -0.563856    Australia/SA   Swan Reach Imaging, Glenalta
 3 Q21  139.85335  +36.507360    100.066 0.804747  +0.591654    Japan          Southern Utsunomiya
 3 Q22  140.34192  -34.269187     48.802 0.827286  -0.559911    Australia/SA   SNX-NET, Moorook
 3 Q23  140.3864   +37.295470    314.028 0.79654   +0.60264     Japan          Sukagawa
 3 Q24  140.52350  +35.898994     41.108 0.810991  +0.583108    Japan          Katori
 3 Q33  142.48278  +44.373646    192.283 0.715989  +0.695814    Japan          Nayoro Observatory, Hokkaido University
 3 Q38  143.5506   -35.352090     98.562 0.81654   -0.57538     Australia/VIC  Swan Hill
 3 Q54  147.28772  -42.431138    639.404 0.739290  -0.671278    Australia/Tas  Harlingten Telescope, Greenhill Observatory
 3 Q55  149.06142  -31.272133   1191.137 0.855643  -0.516191    Australia/NSW  SkyMapper, Siding Spring
 3 Q56  148.97642  -34.864169    556.317 0.821480  -0.568478    Australia/NSW  Heaven's Mirror Observatory, Yass
 3 Q57  149.06173  -31.271167   1170.872 0.855649  -0.516175    Australia/NSW  Korea Microlensing Telescope Network-SSO
 3 Q58  149.07085  -31.272855   1157.659 0.855632  -0.516199    Australia/NSW  Siding Spring-LCO Clamshell #1
 3 Q59  149.07081  -31.272936   1118.328 0.855626  -0.516197    Australia/NSW  Siding Spring-LCO Clamshell #2
 3 Q60  149.06900  -31.272985   1121.639 0.855626  -0.516198    Australia/NSW  ISON-SSO Observatory, Siding Spring
 3 Q61  149.0619   -31.271682   1138.363 0.85564   -0.51618     Australia/NSW  PROMPT, Siding Spring
 3 Q62  149.06442  -31.273289   1164.482 0.855629  -0.516206    Australia/NSW  iTelescope Observatory, Siding Spring
 3 Q63  149.07064  -31.273002   1167.592 0.855632  -0.516202    Australia/NSW  Siding Spring-LCO A
 3 Q64  149.07078  -31.273002   1167.592 0.855632  -0.516202    Australia/NSW  Siding Spring-LCO B
 3 Q65  149.19313  -31.276327    548.281 0.855519  -0.516201    Australia/NSW  Warrumbungle Observatory
 3 Q66  149.06425  -31.273299   1150.268 0.855627  -0.516205    Australia/NSW  Siding Spring-Janess-G, JAXA
 3 Q67  149.49233  -33.397063    702.366 0.835816  -0.547369    Australia/NSW  JBL Observatory, Bathurst
 3 Q68  150.33742  -33.702135    957.276 0.832917  -0.551813    Australia/NSW  Blue Mountains Observatory, Leura
 3 Q69  150.44933  -33.712916    681.680 0.832777  -0.551945    Australia/NSW  Hazelbrook
 3 Q70  150.50044  -23.269456    108.324 0.919153  -0.392623    Australia/QLD  Glenlee Observatory, Glenlee
 3 Q71  149.06980  -31.273329   1144.816 0.855626  -0.516205    Australia/NSW  SNX-NET, Siding Spring
 3 Q73  151.64894  -32.765687     41.676 0.841722  -0.538113    Australia/NSW  Buckthorn, Thornton
 3 Q78  152.94789  -27.605675     84.314 0.886807  -0.460619    Australia/QLD  Woogaroo Observatory, Forest Lake
 3 Q79  152.8481   -27.368290     80.362 0.88871   -0.45696     Australia/QLD  Samford Valley Observatory
 3 Q80  153.2160   -27.503454     22.748 0.88762   -0.45904     Australia/QLD  Birkdale
 3 Q81  153.09622  -26.800858     49.357 0.893194  -0.448181    Australia/QLD  Caloundra West
 3 R56  170.48389  -44.009464    736.283 0.720473  -0.691324    New Zealand    Scott Street Observatory, Lake Tekapo
 3 R57  170.47278  -44.008206    743.211 0.720489  -0.691309    New Zealand    Aorangi Iti Observatory, Lake Tekapo
 3 R58  170.49039  -45.864384    148.645 0.697579  -0.714138    New Zealand    Beverly-Begg Observatory, Dunedin
 3 R65  172.34981  -43.498734    116.431 0.726556  -0.684830    New Zealand    R. F. Joyce Observatory, Christchurch
 3 R66  172.58761  -43.495302     27.181 0.726587  -0.684777    New Zealand    Mooray Observatory, Christchurch
 3 R78  175.09104  -38.094331    164.569 0.788021  -0.613626    New Zealand    Crystal Lake Observatory, Ngutunui
 3 T02  203.49572  +20.900636    104.174 0.934614  +0.354517    US/Hawaii      SNX-NET, Wailuku
 3 T03  203.74247  +20.706986   3050.490 0.936240  +0.351538    US/Hawaii      Haleakala-LCO Clamshell #3
 3 T04  203.74249  +20.706966   3056.456 0.936241  +0.351538    US/Hawaii      Haleakala-LCO OGG B #2
 3 T05  203.74299  +20.707553   3046.923 0.936236  +0.351547    US/Hawaii      ATLAS-HKO, Haleakala
 3 T07  204.42387  +19.536152   3426.958 0.943290  +0.332467    US/Hawaii      ATLAS-MLO Auxiliary Camera, Mauna Loa
 3 T08  204.42395  +19.536152   3426.958 0.943290  +0.332467    US/Hawaii      ATLAS-MLO, Mauna Loa
 3 T09  204.52396  +19.825501   4194.602 0.941711  +0.337239    US/Hawaii      Subaru Telescope, Maunakea
 3 T10  204.52241  +19.824136   4106.197 0.941706  +0.337212    US/Hawaii      Submillimeter Array, Maunakea (SMA)
 3 T11  204.52965  +19.822452   4228.780 0.941734  +0.337191    US/Hawaii      United Kingdom Infrared Telescope, Maunakea
 3 T12  204.53054  +19.823013   4244.409 0.941733  +0.337201    US/Hawaii      University of Hawaii 88-inch telescope, Maunakea
 3 T13  204.52797  +19.826229   4196.560 0.941707  +0.337251    US/Hawaii      NASA Infrared Telescope Facility, Maunakea
 3 T14  204.53109  +19.825438   4232.766 0.941717  +0.337240    US/Hawaii      Canada-France-Hawaii Telescope, Maunakea
 3 T15  204.53093  +19.823815   4242.527 0.941728  +0.337214    US/Hawaii      Gemini North Observatory, Maunakea
 3 T16  204.52526  +19.825938   4191.744 0.941708  +0.337246    US/Hawaii      W. M. Keck Observatory, Keck 1, Maunakea
 3 T17  204.52574  +19.826558   4189.377 0.941704  +0.337256    US/Hawaii      W. M. Keck Observatory, Keck 2, Maunakea
 3 T35  210.39020  -17.563461     80.078 0.953686  -0.299837    Tahiti         Astronomical Society of Tahiti
 3 U52  237.45100  +41.579167    812.665 0.749240  +0.660270    US/California  Shasta Valley Observatory, Grenada
 3 U53  237.1603   +45.450107    130.091 0.70274   +0.70909     US/Oregon      Murray Hill Observatory, Beaverton
 3 U54  237.31286  +38.565903    336.505 0.782952  +0.620081    US/California  Hume Observatory, Santa Rosa
 3 U55  237.41456  +49.253279     29.265 0.653977  +0.753984    Canada/BritCo  Golden Ears Observatory, Maple Ridge
 3 U56  237.86917  +37.433102    -27.438 0.795044  +0.604511    US/California  Palo Alto
 3 U57  237.84128  +37.366692    214.371 0.795776  +0.603616    US/California  Black Mountain Observatory, Los Altos
 3 U63  239.19456  +47.162715    668.851 0.681217  +0.729770    US/Washington  Burnt Tree Hill Observatory, Cle Elum
 3 U64  239.46151  +47.000247    490.714 0.683272  +0.727821    US/Washington  CWU-Lind Observatory, Ellensburg
 3 U65  239.45983  +47.002078    475.265 0.683247  +0.727841    US/Washington  CWU Observatory, Ellensburg
 3 U67  240.20358  +39.185603   1513.263 0.776325  +0.628595    US/Nevada      Jack C. Davis Observatory, Carson City
 3 U68  240.58701  +37.070390   1376.643 0.799040  +0.599620    US/California  JPL SynTrack Robotic Telescope, Auberry
 3 U69  240.5870   +37.070390   1376.643 0.79904   +0.59962     US/California  iTelescope SRO Observatory, Auberry
 3 U70  240.5869   +37.070390   1376.643 0.79904   +0.59962     US/California  RASC Observatory, Alder Springs
 3 U71  241.3633   +34.485863    372.598 0.82520   +0.56305     US/California  AHS Observatory, Castaic
 3 U72  241.46000  +34.183055    214.153 0.828150  +0.558687    US/California  Tarzana
 3 U73  241.6172   +33.821671     23.959 0.83164   +0.55346     US/California  Redondo Beach
 3 U74  240.58720  +37.070344   1372.799 0.799040  +0.599619    US/California  JPL SynTrack Robotic Telescope 2, Auberry
 3 U75  242.18366  +33.607628    245.509 0.833735  +0.550383    US/California  Newport Beach
 3 U76  242.1279   +34.142213    222.780 0.82855   +0.55810     US/California  Maury Lewin Observatory, Glendora
 3 U77  242.9181   +32.946672     82.132 0.84002   +0.54076     US/California  Rani Observatory, San Diego
 3 U78  242.8449   +34.258673   1523.134 0.82758   +0.55989     US/California  Cedar Glen Observatory
 3 U79  242.79187  +33.072374    141.210 0.838837  +0.542598    US/California  Cosmos Research Center, Encinitas
 3 U80  243.6151   +34.272596    954.861 0.82737   +0.56004     US/California  CS3-DanHenge Observatory, Landers
 3 U81  243.61514  +34.272551    928.274 0.827367  +0.560037    US/California  CS3-Trojan Station, Landers
 3 U82  243.61519  +34.272471    929.953 0.827368  +0.560036    US/California  CS3-Palmer Divide Station, Landers
 3 U83  243.57311  +32.842004   1824.998 0.841238  +0.539380    US/California  Mount Laguna Observatory
 3 U86  244.53556  +31.044836   2771.394 0.857900  +0.512937    Mexico         BOOTES-5, Bajo California
 3 U93  246.28761  +37.762811   1557.743 0.791740  +0.609209    US/Utah        Skygems Dreamscope Utah, Beryl Junction
 3 U94  246.30250  +37.737783   1552.042 0.792006  +0.608864    US/Utah        iTelescope Observatory, Beryl Junction
 3 U96  246.68600  +54.713670    567.954 0.579007  +0.812698    Canada/Albert  Athabasca University Geophysical Observatory
 3 U97  248.33292  +35.202997   2191.908 0.818306  +0.573452    US/Arizona     JPL SynTrack Robotic Telescope 3, Flagstaff
 3 U98  249.74300  +31.941291   1068.944 0.849529  +0.526090    US/Arizona     NAC Observatory, Benson
 3 U99  247.8537   +34.064734    595.944 0.829354  +0.557017    US/Arizona     BCC Observatory, Black Canyon City
 3 V00  248.39981  +31.963127   2030.788 0.849456  +0.526492    US/Arizona     Kitt Peak-Bok
 3 V01  248.23911  +40.448904   1540.295 0.762243  +0.645493    US/Utah        Mountainville Observatory, Alpine
 3 V02  248.05794  +33.399758    341.737 0.835743  +0.547377    US/Arizona     Command Module, Tempe
 3 V03  248.3314   +37.083379   1267.045 0.79889   +0.59979     US/Utah        Big Water
 3 V04  248.46331  +35.095868   2182.756 0.819378  +0.571927    US/Arizona     FRoST, Anderson Mesa
 3 V05  248.63195  +33.310395    597.819 0.836631  +0.546101    US/Arizona     Rusty Mountain Observatory, Gold Canyon
 3 V06  249.26745  +32.416873   2491.132 0.845313  +0.533209    US/Arizona     Catalina Sky Survey-Kuiper
 3 V07  249.1219   +31.680709   2287.949 0.85208   +0.52234     US/Arizona     Whipple Observatory, Mount Hopkins-PAIRITEL
 3 V08  249.33900  +32.079598   1029.734 0.848249  +0.528126    US/Arizona     Mountain Creek Ranch, Vail
 3 V09  249.74202  +31.940560   1078.500 0.849537  +0.526080    US/Arizona     Moka Observatory, Benson
 3 V10  248.32772  +35.170189   2098.552 0.818623  +0.572977    US/Arizona     Sierra Sinagua Observatory, Flagstaff
 3 V11  249.21119  +32.208838    816.343 0.847025  +0.530011    US/Arizona     Saguaro Observatory, Tucson
 3 V12  249.39819  +31.665610   1479.588 0.852110  +0.522050    US/Arizona     Elgin
 3 V13  248.78278  +40.451944   2599.256 0.762335  +0.645641    US/Utah        Little Moose Observatory, Timber Lakes
 3 V14  248.78336  +40.455730   2597.482 0.762292  +0.645691    US/Utah        Moose Springs Observatory, Timber Lakes
 3 V15  249.21069  +32.442202   2742.485 0.845110  +0.533602    US/Arizona     OWL-Net, Mt. Lemmon
 3 V16  251.10288  +31.946944   1317.072 0.849510  +0.526194    US/New Mexico  Dark Sky New Mexico, Animas
 3 V17  248.98319  +32.373981    703.596 0.845476  +0.532429    US/Arizona     Leo Observatory, Tucson
 3 V18  249.6181   +31.056034   2476.842 0.85776   +0.51308     Mexico         MASTER-OAGH Observatory, Sonora
 3 V19  251.79086  +32.829983   1974.027 0.841371  +0.539217    US/New Mexico  Whiskey Creek Observatory
 3 V20  251.77822  +34.327333   2272.020 0.827004  +0.560943    US/New Mexico  Killer Rocks Observatory, Pie Town
 3 V21  251.10231  +31.946621   1302.234 0.849511  +0.526188    US/New Mexico  Cewanee Observatory at DSNM
 3 V22  251.81550  +34.327076   2291.163 0.827009  +0.560941    US/New Mexico  Insight Remote Observatory, Pie Town
 3 V23  252.76406  +34.147702   1961.266 0.828722  +0.558332    US/New Mexico  FOAH Observatory, Magdalena
 3 V24  250.48403  +31.866804   1425.653 0.850261  +0.525020    US/Arizona     Sonoran Desert Skies Observatory, Pearce
 3 V25  253.30194  +32.293068   1477.032 0.846331  +0.531305    US/New Mexico  Tortugas Mountain Observatory, Las Cruces
 3 V26  253.39020  +24.401562    629.624 0.911283  +0.410639    Mexico         UAS-ISON Observatory, Cosala
 3 V27  253.71819  +35.890115   2185.939 0.811354  +0.583180    US/New Mexico  North Mesa Observatory, Los Alamos
 3 V28  254.34647  +35.331087   2183.334 0.817018  +0.575271    US/New Mexico  Deep Sky West Observatory, Rowe
 3 V29  254.26660  +32.979417   2756.945 0.840062  +0.541466    US/New Mexico  Tzec Maun Cloudcroft Facility
 3 V30  254.47105  +32.903532   2226.526 0.840710  +0.540313    US/New Mexico  Heaven on Earth Observatory, Mayhill
 3 V31  254.4750   +32.913751   2200.449 0.84061   +0.54046     US/New Mexico  Hazardous Observatory, Mayhill
 3 V32  254.47131  +32.903322   2203.848 0.840709  +0.540308    US/New Mexico  Canvas View New Mexico Skies, Mayhill
 3 V33  254.72039  +36.380357   2654.159 0.806382  +0.590114    US/New Mexico  Finlaystone Observatory, Angel Fire
 3 V34  255.36992  +39.004636   2245.136 0.778401  +0.626222    US/Colorado    Baker Observatory, Black Forest
 3 V35  255.91881  +30.588443   1831.571 0.861839  +0.506046    US/Texas       Deep Sky Observatory Collaborative, Pier 5
 3 V36  255.61742  +32.638535    992.561 0.843042  +0.536333    US/New Mexico  The Ranch Observatory, Lakewood
 3 V37  255.98483  +30.679870   2009.519 0.861053  +0.507428    US/Texas       McDonald Observatory-LCO ELP
